name,id,hp,number,images,types,nationalPokedexNumbers
Lt. Surge's Rattata,gym1-82,40.0,82,"{'small': 'https://images.pokemontcg.io/gym1/82.png', 'large': 'https://images.pokemontcg.io/gym1/82_hires.png'}",['Colorless'],[19]
Scraggy,xy3-66,60.0,66,"{'small': 'https://images.pokemontcg.io/xy3/66.png', 'large': 'https://images.pokemontcg.io/xy3/66_hires.png'}",['Darkness'],[559]
Deino,xy4-72,50.0,72,"{'small': 'https://images.pokemontcg.io/xy4/72.png', 'large': 'https://images.pokemontcg.io/xy4/72_hires.png'}",['Dragon'],[633]
Stunfisk,bw11-83,100.0,83,"{'small': 'https://images.pokemontcg.io/bw11/83.png', 'large': 'https://images.pokemontcg.io/bw11/83_hires.png'}",['Fighting'],[618]
Trapinch δ,ex15-68,40.0,68,"{'small': 'https://images.pokemontcg.io/ex15/68.png', 'large': 'https://images.pokemontcg.io/ex15/68_hires.png'}",['Psychic'],[328]
Pinsir,pl3-75,90.0,75,"{'small': 'https://images.pokemontcg.io/pl3/75.png', 'large': 'https://images.pokemontcg.io/pl3/75_hires.png'}",['Grass'],[127]
Xerneas BREAK,xy11-82,150.0,82,"{'small': 'https://images.pokemontcg.io/xy11/82.png', 'large': 'https://images.pokemontcg.io/xy11/82_hires.png'}",['Fairy'],[716]
Vullaby,bw5-73,60.0,73,"{'small': 'https://images.pokemontcg.io/bw5/73.png', 'large': 'https://images.pokemontcg.io/bw5/73_hires.png'}",['Darkness'],[629]
Vulpix,hgss1-87,50.0,87,"{'small': 'https://images.pokemontcg.io/hgss1/87.png', 'large': 'https://images.pokemontcg.io/hgss1/87_hires.png'}",['Fire'],[37]
Slowpoke,neo1-73,50.0,73,"{'small': 'https://images.pokemontcg.io/neo1/73.png', 'large': 'https://images.pokemontcg.io/neo1/73_hires.png'}",['Psychic'],[79]
Morpeko VMAX,swsh1-80,300.0,80,"{'small': 'https://images.pokemontcg.io/swsh1/80.png', 'large': 'https://images.pokemontcg.io/swsh1/80_hires.png'}",['Lightning'],[877]
Gliscor,bw7-81,100.0,81,"{'small': 'https://images.pokemontcg.io/bw7/81.png', 'large': 'https://images.pokemontcg.io/bw7/81_hires.png'}",['Fighting'],[472]
Alolan Grimer,sm9-83,70.0,83,"{'small': 'https://images.pokemontcg.io/sm9/83.png', 'large': 'https://images.pokemontcg.io/sm9/83_hires.png'}",['Darkness'],[88]
Spinarak,ex7-78,50.0,78,"{'small': 'https://images.pokemontcg.io/ex7/78.png', 'large': 'https://images.pokemontcg.io/ex7/78_hires.png'}",['Grass'],[167]
Roselia,dp7-72,70.0,72,"{'small': 'https://images.pokemontcg.io/dp7/72.png', 'large': 'https://images.pokemontcg.io/dp7/72_hires.png'}",['Psychic'],[315]
Mawile,bw9-80,70.0,80,"{'small': 'https://images.pokemontcg.io/bw9/80.png', 'large': 'https://images.pokemontcg.io/bw9/80_hires.png'}",['Metal'],[303]
Lickitung,pl1-80,90.0,80,"{'small': 'https://images.pokemontcg.io/pl1/80.png', 'large': 'https://images.pokemontcg.io/pl1/80_hires.png'}",['Colorless'],[108]
Meloetta,bwp-BW69,80.0,BW69,"{'small': 'https://images.pokemontcg.io/bwp/BW69.png', 'large': 'https://images.pokemontcg.io/bwp/BW69_hires.png'}",['Fighting'],[648]
Spoink,hgss4-77,50.0,77,"{'small': 'https://images.pokemontcg.io/hgss4/77.png', 'large': 'https://images.pokemontcg.io/hgss4/77_hires.png'}",['Psychic'],[325]
Ferrothorn,bw2-72,90.0,72,"{'small': 'https://images.pokemontcg.io/bw2/72.png', 'large': 'https://images.pokemontcg.io/bw2/72_hires.png'}",['Metal'],[598]
Regirock,sm7-80,120.0,80,"{'small': 'https://images.pokemontcg.io/sm7/80.png', 'large': 'https://images.pokemontcg.io/sm7/80_hires.png'}",['Fighting'],[377]
Poochyena,ex13-80,40.0,80,"{'small': 'https://images.pokemontcg.io/ex13/80.png', 'large': 'https://images.pokemontcg.io/ex13/80_hires.png'}",['Darkness'],[261]
Alolan Dugtrio,sm5-79,60.0,79,"{'small': 'https://images.pokemontcg.io/sm5/79.png', 'large': 'https://images.pokemontcg.io/sm5/79_hires.png'}",['Metal'],[51]
Shroomish,ex1-69,40.0,69,"{'small': 'https://images.pokemontcg.io/ex1/69.png', 'large': 'https://images.pokemontcg.io/ex1/69_hires.png'}",['Grass'],[285]
Psyduck,ex2-73,50.0,73,"{'small': 'https://images.pokemontcg.io/ex2/73.png', 'large': 'https://images.pokemontcg.io/ex2/73_hires.png'}",['Water'],[54]
Rattata,ex6-77,40.0,77,"{'small': 'https://images.pokemontcg.io/ex6/77.png', 'large': 'https://images.pokemontcg.io/ex6/77_hires.png'}",['Colorless'],[19]
Rockruff,sm6-75,70.0,75,"{'small': 'https://images.pokemontcg.io/sm6/75.png', 'large': 'https://images.pokemontcg.io/sm6/75_hires.png'}",['Fighting'],[744]
Rayquaza-EX,xyp-XY73,180.0,XY73,"{'small': 'https://images.pokemontcg.io/xyp/XY73.png', 'large': 'https://images.pokemontcg.io/xyp/XY73_hires.png'}",['Dragon'],[384]
Cinccino,bw4-85,90.0,85,"{'small': 'https://images.pokemontcg.io/bw4/85.png', 'large': 'https://images.pokemontcg.io/bw4/85_hires.png'}",['Colorless'],[573]
Wigglytuff,sm4-72,120.0,72,"{'small': 'https://images.pokemontcg.io/sm4/72.png', 'large': 'https://images.pokemontcg.io/sm4/72_hires.png'}",['Fairy'],[40]
Hydreigon,xy4-74,140.0,74,"{'small': 'https://images.pokemontcg.io/xy4/74.png', 'large': 'https://images.pokemontcg.io/xy4/74_hires.png'}",['Dragon'],[635]
Gastly,dp1-82,50.0,82,"{'small': 'https://images.pokemontcg.io/dp1/82.png', 'large': 'https://images.pokemontcg.io/dp1/82_hires.png'}",['Psychic'],[92]
Alolan Raticate,sm1-77,120.0,77,"{'small': 'https://images.pokemontcg.io/sm1/77.png', 'large': 'https://images.pokemontcg.io/sm1/77_hires.png'}",['Darkness'],[20]
Trapinch δ,ex15-69,40.0,69,"{'small': 'https://images.pokemontcg.io/ex15/69.png', 'large': 'https://images.pokemontcg.io/ex15/69_hires.png'}",['Psychic'],[328]
Swablu,hgss4-78,40.0,78,"{'small': 'https://images.pokemontcg.io/hgss4/78.png', 'large': 'https://images.pokemontcg.io/hgss4/78_hires.png'}",['Colorless'],[333]
Sandslash,xy8-76,90.0,76,"{'small': 'https://images.pokemontcg.io/xy8/76.png', 'large': 'https://images.pokemontcg.io/xy8/76_hires.png'}",['Fighting'],[28]
Exeggcute,base6-75,50.0,75,"{'small': 'https://images.pokemontcg.io/base6/75.png', 'large': 'https://images.pokemontcg.io/base6/75_hires.png'}",['Grass'],[102]
Wooper,hgss1-88,50.0,88,"{'small': 'https://images.pokemontcg.io/hgss1/88.png', 'large': 'https://images.pokemontcg.io/hgss1/88_hires.png'}",['Water'],[194]
Seedot,pl2-78,40.0,78,"{'small': 'https://images.pokemontcg.io/pl2/78.png', 'large': 'https://images.pokemontcg.io/pl2/78_hires.png'}",['Grass'],[273]
Bronzor,dp2-74,50.0,74,"{'small': 'https://images.pokemontcg.io/dp2/74.png', 'large': 'https://images.pokemontcg.io/dp2/74_hires.png'}",['Metal'],[436]
Dratini,bw9-81,50.0,81,"{'small': 'https://images.pokemontcg.io/bw9/81.png', 'large': 'https://images.pokemontcg.io/bw9/81_hires.png'}",['Dragon'],[147]
Slugma,neo4-82,50.0,82,"{'small': 'https://images.pokemontcg.io/neo4/82.png', 'large': 'https://images.pokemontcg.io/neo4/82_hires.png'}",['Fire'],[218]
Watchog,bw1-79,90.0,79,"{'small': 'https://images.pokemontcg.io/bw1/79.png', 'large': 'https://images.pokemontcg.io/bw1/79_hires.png'}",['Colorless'],[505]
Lycanroc,sm6-76,120.0,76,"{'small': 'https://images.pokemontcg.io/sm6/76.png', 'large': 'https://images.pokemontcg.io/sm6/76_hires.png'}",['Fighting'],[745]
Shellos East Sea,pl2-79,60.0,79,"{'small': 'https://images.pokemontcg.io/pl2/79.png', 'large': 'https://images.pokemontcg.io/pl2/79_hires.png'}",['Water'],[422]
Vulpix δ,ex15-70,50.0,70,"{'small': 'https://images.pokemontcg.io/ex15/70.png', 'large': 'https://images.pokemontcg.io/ex15/70_hires.png'}",['Psychic'],[37]
Palossand-GX,sm7-82,210.0,82,"{'small': 'https://images.pokemontcg.io/sm7/82.png', 'large': 'https://images.pokemontcg.io/sm7/82_hires.png'}",['Fighting'],[770]
Croconaw,ecard1-74,80.0,74,"{'small': 'https://images.pokemontcg.io/ecard1/74.png', 'large': 'https://images.pokemontcg.io/ecard1/74_hires.png'}",['Water'],[159]
Spheal,ex5-74,40.0,74,"{'small': 'https://images.pokemontcg.io/ex5/74.png', 'large': 'https://images.pokemontcg.io/ex5/74_hires.png'}",['Water'],[363]
Galarian Rapidash,swsh1-82,100.0,82,"{'small': 'https://images.pokemontcg.io/swsh1/82.png', 'large': 'https://images.pokemontcg.io/swsh1/82_hires.png'}",['Psychic'],[78]
Xerneas,swsh4-78,130.0,78,"{'small': 'https://images.pokemontcg.io/swsh4/78.png', 'large': 'https://images.pokemontcg.io/swsh4/78_hires.png'}",['Psychic'],[716]
Murkrow,sm2-78,70.0,78,"{'small': 'https://images.pokemontcg.io/sm2/78.png', 'large': 'https://images.pokemontcg.io/sm2/78_hires.png'}",['Darkness'],[198]
Deino,xy11-84,60.0,84,"{'small': 'https://images.pokemontcg.io/xy11/84.png', 'large': 'https://images.pokemontcg.io/xy11/84_hires.png'}",['Dragon'],[633]
Raichu,pl3-77,90.0,77,"{'small': 'https://images.pokemontcg.io/pl3/77.png', 'large': 'https://images.pokemontcg.io/pl3/77_hires.png'}",['Lightning'],[26]
Misty's Goldeen,gym1-85,40.0,85,"{'small': 'https://images.pokemontcg.io/gym1/85.png', 'large': 'https://images.pokemontcg.io/gym1/85_hires.png'}",['Water'],[118]
Surskit,ex13-82,40.0,82,"{'small': 'https://images.pokemontcg.io/ex13/82.png', 'large': 'https://images.pokemontcg.io/ex13/82_hires.png'}",['Grass'],[283]
Buizel,dp2-75,60.0,75,"{'small': 'https://images.pokemontcg.io/dp2/75.png', 'large': 'https://images.pokemontcg.io/dp2/75_hires.png'}",['Water'],[418]
Xerneas,sm4-73,130.0,73,"{'small': 'https://images.pokemontcg.io/sm4/73.png', 'large': 'https://images.pokemontcg.io/sm4/73_hires.png'}",['Fairy'],[716]
Lt. Surge's Voltorb,gym2-86,50.0,86,"{'small': 'https://images.pokemontcg.io/gym2/86.png', 'large': 'https://images.pokemontcg.io/gym2/86_hires.png'}",['Lightning'],[100]
Goomy,xy4-75,50.0,75,"{'small': 'https://images.pokemontcg.io/xy4/75.png', 'large': 'https://images.pokemontcg.io/xy4/75_hires.png'}",['Dragon'],[704]
Alolan Persian,sm1-79,90.0,79,"{'small': 'https://images.pokemontcg.io/sm1/79.png', 'large': 'https://images.pokemontcg.io/sm1/79_hires.png'}",['Darkness'],[53]
Passimian,sm3-79,110.0,79,"{'small': 'https://images.pokemontcg.io/sm3/79.png', 'large': 'https://images.pokemontcg.io/sm3/79_hires.png'}",['Fighting'],[766]
Chansey,dp2-76,100.0,76,"{'small': 'https://images.pokemontcg.io/dp2/76.png', 'large': 'https://images.pokemontcg.io/dp2/76_hires.png'}",['Colorless'],[113]
Diancie,swsh4-79,90.0,79,"{'small': 'https://images.pokemontcg.io/swsh4/79.png', 'large': 'https://images.pokemontcg.io/swsh4/79_hires.png'}",['Psychic'],[719]
Mewtwo-GX,sm35-72,190.0,72,"{'small': 'https://images.pokemontcg.io/sm35/72.png', 'large': 'https://images.pokemontcg.io/sm35/72_hires.png'}",['Psychic'],[150]
Goldeen,dp1-84,60.0,84,"{'small': 'https://images.pokemontcg.io/dp1/84.png', 'large': 'https://images.pokemontcg.io/dp1/84_hires.png'}",['Water'],[118]
Marowak,xy8-78,100.0,78,"{'small': 'https://images.pokemontcg.io/xy8/78.png', 'large': 'https://images.pokemontcg.io/xy8/78_hires.png'}",['Fighting'],[105]
Duskull,sm12-83,40.0,83,"{'small': 'https://images.pokemontcg.io/sm12/83.png', 'large': 'https://images.pokemontcg.io/sm12/83_hires.png'}",['Psychic'],[355]
Klang,bw5-76,80.0,76,"{'small': 'https://images.pokemontcg.io/bw5/76.png', 'large': 'https://images.pokemontcg.io/bw5/76_hires.png'}",['Metal'],[600]
Registeel,smp-SM75,130.0,SM75,"{'small': 'https://images.pokemontcg.io/smp/SM75.png', 'large': 'https://images.pokemontcg.io/smp/SM75_hires.png'}",['Metal'],[379]
Voltorb,ex7-80,40.0,80,"{'small': 'https://images.pokemontcg.io/ex7/80.png', 'large': 'https://images.pokemontcg.io/ex7/80_hires.png'}",['Lightning'],[100]
Spinarak,neo1-75,40.0,75,"{'small': 'https://images.pokemontcg.io/neo1/75.png', 'large': 'https://images.pokemontcg.io/neo1/75_hires.png'}",['Grass'],[167]
Gurdurr,bw8-80,90.0,80,"{'small': 'https://images.pokemontcg.io/bw8/80.png', 'large': 'https://images.pokemontcg.io/bw8/80_hires.png'}",['Fighting'],[533]
Swinub,hgss4-79,60.0,79,"{'small': 'https://images.pokemontcg.io/hgss4/79.png', 'large': 'https://images.pokemontcg.io/hgss4/79_hires.png'}",['Water'],[220]
Clefairy,xy3-69,60.0,69,"{'small': 'https://images.pokemontcg.io/xy3/69.png', 'large': 'https://images.pokemontcg.io/xy3/69_hires.png'}",['Fairy'],[35]
Snover,dp7-74,50.0,74,"{'small': 'https://images.pokemontcg.io/dp7/74.png', 'large': 'https://images.pokemontcg.io/dp7/74_hires.png'}",['Water'],[459]
Mareep,pl1-82,60.0,82,"{'small': 'https://images.pokemontcg.io/pl1/82.png', 'large': 'https://images.pokemontcg.io/pl1/82_hires.png'}",['Lightning'],[179]
Klang,bw2-75,80.0,75,"{'small': 'https://images.pokemontcg.io/bw2/75.png', 'large': 'https://images.pokemontcg.io/bw2/75_hires.png'}",['Metal'],[600]
Starly,dp7-75,50.0,75,"{'small': 'https://images.pokemontcg.io/dp7/75.png', 'large': 'https://images.pokemontcg.io/dp7/75_hires.png'}",['Colorless'],[396]
Nidoran ♀,base4-82,60.0,82,"{'small': 'https://images.pokemontcg.io/base4/82.png', 'large': 'https://images.pokemontcg.io/base4/82_hires.png'}",['Grass'],[29]
Doublade,xy1-84,80.0,84,"{'small': 'https://images.pokemontcg.io/xy1/84.png', 'large': 'https://images.pokemontcg.io/xy1/84_hires.png'}",['Metal'],[680]
Shellos West Sea,pl2-80,70.0,80,"{'small': 'https://images.pokemontcg.io/pl2/80.png', 'large': 'https://images.pokemontcg.io/pl2/80_hires.png'}",['Water'],[422]
Latios-GX,sm11-78,170.0,78,"{'small': 'https://images.pokemontcg.io/sm11/78.png', 'large': 'https://images.pokemontcg.io/sm11/78_hires.png'}",['Psychic'],[381]
Wynaut,sm11-77,60.0,77,"{'small': 'https://images.pokemontcg.io/sm11/77.png', 'large': 'https://images.pokemontcg.io/sm11/77_hires.png'}",['Psychic'],[360]
Ultra Necrozma-GX,sm75-78,190.0,78,"{'small': 'https://images.pokemontcg.io/sm75/78.png', 'large': 'https://images.pokemontcg.io/sm75/78_hires.png'}",['Dragon'],[800]
Gastly,base6-76,50.0,76,"{'small': 'https://images.pokemontcg.io/base6/76.png', 'large': 'https://images.pokemontcg.io/base6/76_hires.png'}",['Psychic'],[92]
Xatu,swsh2-77,120.0,77,"{'small': 'https://images.pokemontcg.io/swsh2/77.png', 'large': 'https://images.pokemontcg.io/swsh2/77_hires.png'}",['Psychic'],[178]
Tyranitar,sm9-85,170.0,85,"{'small': 'https://images.pokemontcg.io/sm9/85.png', 'large': 'https://images.pokemontcg.io/sm9/85_hires.png'}",['Darkness'],[248]
Aggron,bw6-80,140.0,80,"{'small': 'https://images.pokemontcg.io/bw6/80.png', 'large': 'https://images.pokemontcg.io/bw6/80_hires.png'}",['Metal'],[306]
Krabby,dp4-75,60.0,75,"{'small': 'https://images.pokemontcg.io/dp4/75.png', 'large': 'https://images.pokemontcg.io/dp4/75_hires.png'}",['Water'],[98]
Ralts,ex2-74,50.0,74,"{'small': 'https://images.pokemontcg.io/ex2/74.png', 'large': 'https://images.pokemontcg.io/ex2/74_hires.png'}",['Psychic'],[280]
Bisharp,bw3-76,90.0,76,"{'small': 'https://images.pokemontcg.io/bw3/76.png', 'large': 'https://images.pokemontcg.io/bw3/76_hires.png'}",['Darkness'],[625]
Lugia,xy10-78,120.0,78,"{'small': 'https://images.pokemontcg.io/xy10/78.png', 'large': 'https://images.pokemontcg.io/xy10/78_hires.png'}",['Colorless'],[249]
Entei-GX,sm35-71,180.0,71,"{'small': 'https://images.pokemontcg.io/sm35/71.png', 'large': 'https://images.pokemontcg.io/sm35/71_hires.png'}",['Fire'],[244]
Hypno,sm10-72,110.0,72,"{'small': 'https://images.pokemontcg.io/sm10/72.png', 'large': 'https://images.pokemontcg.io/sm10/72_hires.png'}",['Psychic'],[97]
Skitty,ex1-71,50.0,71,"{'small': 'https://images.pokemontcg.io/ex1/71.png', 'large': 'https://images.pokemontcg.io/ex1/71_hires.png'}",['Colorless'],[300]
Dragonair,bw9-82,70.0,82,"{'small': 'https://images.pokemontcg.io/bw9/82.png', 'large': 'https://images.pokemontcg.io/bw9/82_hires.png'}",['Dragon'],[148]
Taillow,ex1-72,40.0,72,"{'small': 'https://images.pokemontcg.io/ex1/72.png', 'large': 'https://images.pokemontcg.io/ex1/72_hires.png'}",['Colorless'],[276]
Zweilous,xy11-85,90.0,85,"{'small': 'https://images.pokemontcg.io/xy11/85.png', 'large': 'https://images.pokemontcg.io/xy11/85_hires.png'}",['Dragon'],[634]
Gastly,swsh1-83,60.0,83,"{'small': 'https://images.pokemontcg.io/swsh1/83.png', 'large': 'https://images.pokemontcg.io/swsh1/83_hires.png'}",['Psychic'],[92]
Delibird,ecard3-49,50.0,49,"{'small': 'https://images.pokemontcg.io/ecard3/49.png', 'large': 'https://images.pokemontcg.io/ecard3/49_hires.png'}",['Water'],[225]
Ralts,ex11-81,50.0,81,"{'small': 'https://images.pokemontcg.io/ex11/81.png', 'large': 'https://images.pokemontcg.io/ex11/81_hires.png'}",['Psychic'],[280]
Tranquill,xy6-79,80.0,79,"{'small': 'https://images.pokemontcg.io/xy6/79.png', 'large': 'https://images.pokemontcg.io/xy6/79_hires.png'}",['Colorless'],[520]
Lillipup,bw1-80,50.0,80,"{'small': 'https://images.pokemontcg.io/bw1/80.png', 'large': 'https://images.pokemontcg.io/bw1/80_hires.png'}",['Colorless'],[506]
Meloetta,bw11-86,90.0,86,"{'small': 'https://images.pokemontcg.io/bw11/86.png', 'large': 'https://images.pokemontcg.io/bw11/86_hires.png'}",['Fighting'],[648]
Buzzwole,sm6-77,130.0,77,"{'small': 'https://images.pokemontcg.io/sm6/77.png', 'large': 'https://images.pokemontcg.io/sm6/77_hires.png'}",['Fighting'],[794]
Sceptile-EX,xy7-84,170.0,84,"{'small': 'https://images.pokemontcg.io/xy7/84.png', 'large': 'https://images.pokemontcg.io/xy7/84_hires.png'}",['Grass'],[254]
Honchkrow,sm2-79,110.0,79,"{'small': 'https://images.pokemontcg.io/sm2/79.png', 'large': 'https://images.pokemontcg.io/sm2/79_hires.png'}",['Darkness'],[430]
Wooper,ex7-81,50.0,81,"{'small': 'https://images.pokemontcg.io/ex7/81.png', 'large': 'https://images.pokemontcg.io/ex7/81_hires.png'}",['Water'],[194]
Misty's Horsea,gym1-86,40.0,86,"{'small': 'https://images.pokemontcg.io/gym1/86.png', 'large': 'https://images.pokemontcg.io/gym1/86_hires.png'}",['Water'],[116]
Dragonite,bw9-83,150.0,83,"{'small': 'https://images.pokemontcg.io/bw9/83.png', 'large': 'https://images.pokemontcg.io/bw9/83_hires.png'}",['Dragon'],[149]
Unown [W],dp6-80,90.0,80,"{'small': 'https://images.pokemontcg.io/dp6/80.png', 'large': 'https://images.pokemontcg.io/dp6/80_hires.png'}",['Psychic'],[201]
Banette ex,ex12-85,90.0,85,"{'small': 'https://images.pokemontcg.io/ex12/85.png', 'large': 'https://images.pokemontcg.io/ex12/85_hires.png'}",['Psychic'],[354]
Groudon,xy5-84,130.0,84,"{'small': 'https://images.pokemontcg.io/xy5/84.png', 'large': 'https://images.pokemontcg.io/xy5/84_hires.png'}",['Fighting'],[383]
Terrakion,bwp-BW71,130.0,BW71,"{'small': 'https://images.pokemontcg.io/bwp/BW71.png', 'large': 'https://images.pokemontcg.io/bwp/BW71_hires.png'}",['Fighting'],[639]
Electabuzz,dp3-87,70.0,87,"{'small': 'https://images.pokemontcg.io/dp3/87.png', 'large': 'https://images.pokemontcg.io/dp3/87_hires.png'}",['Lightning'],[125]
Taillow,ex8-80,40.0,80,"{'small': 'https://images.pokemontcg.io/ex8/80.png', 'large': 'https://images.pokemontcg.io/ex8/80_hires.png'}",['Colorless'],[276]
Glameow,dp1-83,50.0,83,"{'small': 'https://images.pokemontcg.io/dp1/83.png', 'large': 'https://images.pokemontcg.io/dp1/83_hires.png'}",['Colorless'],[431]
Shiftry,xy9-73,140.0,73,"{'small': 'https://images.pokemontcg.io/xy9/73.png', 'large': 'https://images.pokemontcg.io/xy9/73_hires.png'}",['Darkness'],[275]
Reshiram,xyp-XY74,120.0,XY74,"{'small': 'https://images.pokemontcg.io/xyp/XY74.png', 'large': 'https://images.pokemontcg.io/xyp/XY74_hires.png'}",['Fire'],[643]
Magnemite,sm5-81,60.0,81,"{'small': 'https://images.pokemontcg.io/sm5/81.png', 'large': 'https://images.pokemontcg.io/sm5/81_hires.png'}",['Metal'],[81]
Trapinch,bw7-83,60.0,83,"{'small': 'https://images.pokemontcg.io/bw7/83.png', 'large': 'https://images.pokemontcg.io/bw7/83_hires.png'}",['Fighting'],[328]
Klink,bw2-74,60.0,74,"{'small': 'https://images.pokemontcg.io/bw2/74.png', 'large': 'https://images.pokemontcg.io/bw2/74_hires.png'}",['Metal'],[599]
Golurk,swsh3-77,150.0,77,"{'small': 'https://images.pokemontcg.io/swsh3/77.png', 'large': 'https://images.pokemontcg.io/swsh3/77_hires.png'}",['Psychic'],[623]
Unown [Y],dp6-81,50.0,81,"{'small': 'https://images.pokemontcg.io/dp6/81.png', 'large': 'https://images.pokemontcg.io/dp6/81_hires.png'}",['Psychic'],[201]
Raikou,sm8-79,120.0,79,"{'small': 'https://images.pokemontcg.io/sm8/79.png', 'large': 'https://images.pokemontcg.io/sm8/79_hires.png'}",['Lightning'],[243]
Cobalion,bwp-BW72,120.0,BW72,"{'small': 'https://images.pokemontcg.io/bwp/BW72.png', 'large': 'https://images.pokemontcg.io/bwp/BW72_hires.png'}",['Metal'],[638]
Staryu,ex5-75,50.0,75,"{'small': 'https://images.pokemontcg.io/ex5/75.png', 'large': 'https://images.pokemontcg.io/ex5/75_hires.png'}",['Water'],[120]
Stantler,neo1-76,60.0,76,"{'small': 'https://images.pokemontcg.io/neo1/76.png', 'large': 'https://images.pokemontcg.io/neo1/76_hires.png'}",['Colorless'],[234]
Groudon-EX,xy5-85,180.0,85,"{'small': 'https://images.pokemontcg.io/xy5/85.png', 'large': 'https://images.pokemontcg.io/xy5/85_hires.png'}",['Fighting'],[383]
Dustox ex,ex12-86,140.0,86,"{'small': 'https://images.pokemontcg.io/ex12/86.png', 'large': 'https://images.pokemontcg.io/ex12/86_hires.png'}",['Grass'],[269]
